location_id,location_name,address,city,state,zip_code,region,phone,manager,open_date,is_active,square_footage,employee_count
LOC-0352,Lincare ND_City_2 #5,2926 Market Dr,ND_City_2,ND,97914,Mid-Atlantic,(874) 291-8596,Maria Rodriguez,2019-12-19,True,2483,12
LOC-0353,Lincare CT_City_1 #5,3785 Main Rd,CT_City_1,CT,85101,Southwest,(786) 691-5484,William Jackson,2008-02-15,True,6780,32
LOC-0354,Lincare Lansing #1,5428 Main Rd,Lansing,MI,34233,Southeast,(615) 917-1323,Maria Moore,2021-11-30,True,6290,39
LOC-0355,Lincare WV_City_3 #2,2022 Oak Rd,WV_City_3,WV,33584,Northeast,(205) 768-8327,Linda Brown,2001-10-03,True,3189,15
LOC-0356,Lincare CT_City_3 #1,1486 Main Rd,CT_City_3,CT,49135,Midwest,(572) 757-3811,Susan Smith,2011-02-20,True,5755,23
LOC-0357,Lincare VT_City_3 #2,9554 Elm Blvd,VT_City_3,VT,78506,Southwest,(560) 820-9818,Lisa Miller,2004-06-10,True,1866,20
LOC-0358,Lincare AR_City_1 #3,3626 Oak Rd,AR_City_1,AR,82361,Southeast,(421) 805-6882,Sarah Jones,2018-12-06,True,3588,21
LOC-0359,Lincare NE_City_3 #4,7572 Main Blvd,NE_City_3,NE,98673,Southeast,(635) 911-3346,Margaret Miller,2003-03-02,True,3706,45
LOC-0360,Lincare WA_City_3 #3,9334 Market Rd,WA_City_3,WA,89291,Southeast,(367) 629-3514,Linda Wilson,2016-12-30,True,6444,20
LOC-0361,Lincare CO_City_2 #5,1902 Market Rd,CO_City_2,CO,63317,Northeast,(267) 537-2457,Elizabeth Hernandez,2012-04-03,True,3349,22
LOC-0362,Lincare AL_City_1 #2,6303 Main St,AL_City_1,AL,33033,Southwest,(739) 945-6022,Nancy Brown,2015-08-26,True,3810,40
LOC-0363,Lincare MD_City_3 #1,2897 Pine Dr,MD_City_3,MD,33681,Northeast,(553) 959-9711,Margaret Martin,2018-01-23,True,2545,21
LOC-0364,Lincare AL_City_3 #2,2170 Oak Dr,AL_City_3,AL,84391,West,(953) 473-1866,Elizabeth Davis,2018-10-05,True,2999,33
LOC-0365,Lincare MO_City_2 #3,4619 Elm Rd,MO_City_2,MO,39984,West,(512) 850-2424,Jennifer Wilson,2014-01-10,True,6699,10
LOC-0366,Lincare CO_City_3 #1,2805 Cedar St,CO_City_3,CO,21086,Southeast,(961) 492-9074,James Wilson,2022-10-26,True,2617,35
LOC-0367,Lincare ND_City_3 #5,2142 Elm St,ND_City_3,ND,90777,Mid-Atlantic,(394) 963-1119,Susan Moore,2015-06-24,True,7553,38
LOC-0368,Lincare VA_City_3 #5,7450 Oak Rd,VA_City_3,VA,39500,Northeast,(379) 276-7013,David Taylor,2015-11-06,False,4962,36
LOC-0369,Lincare NE_City_1 #1,5637 Market Ave,NE_City_1,NE,80663,Midwest,(984) 320-5752,Jennifer Thomas,2013-03-02,True,1518,45
LOC-0370,Lincare RI_City_2 #3,8546 Health St,RI_City_2,RI,70693,Southeast,(832) 699-1942,Elizabeth Smith,2020-08-25,True,4399,11
LOC-0371,Lincare AL_City_2 #2,6687 Pine St,AL_City_2,AL,23282,Mid-Atlantic,(641) 703-4236,Michael Taylor,2006-11-23,True,5492,5
LOC-0372,Lincare ID_City_3 #2,7811 Elm Blvd,ID_City_3,ID,49227,Midwest,(573) 638-3984,Margaret Rodriguez,2004-11-15,False,6876,33
LOC-0373,Lincare Aurora #4,195 Pine Ave,Aurora,IL,24505,Midwest,(394) 491-1659,David Gonzalez,2018-11-20,True,1758,15
LOC-0374,Lincare VT_City_1 #3,2046 Elm Dr,VT_City_1,VT,82105,Southwest,(707) 898-3087,Linda Gonzalez,2022-07-06,True,7577,29
LOC-0375,Lincare Atlanta #1,2166 Oak Blvd,Atlanta,GA,75536,Northeast,(213) 985-4874,Robert Hernandez,2019-04-10,False,7541,5
LOC-0376,Lincare NJ_City_2 #3,8061 Main Dr,NJ_City_2,NJ,42472,Midwest,(832) 356-9376,Richard Davis,2012-08-11,True,3658,20
LOC-0377,Lincare VT_City_2 #4,1788 Market Rd,VT_City_2,VT,90098,Southeast,(385) 393-3436,Thomas Brown,2005-12-07,True,3743,17
LOC-0378,Lincare ID_City_2 #5,3370 Main St,ID_City_2,ID,59853,Northeast,(617) 737-6020,Thomas Davis,2015-01-29,True,2002,37
LOC-0379,Lincare NJ_City_3 #3,1903 Pine Blvd,NJ_City_3,NJ,46773,Northeast,(559) 928-7849,Thomas Hernandez,2002-02-18,True,1504,8
LOC-0380,Lincare VT_City_3 #2,4774 Elm Blvd,VT_City_3,VT,89498,Midwest,(303) 641-4028,Sarah Thomas,2016-04-22,True,2413,11
LOC-0381,Lincare VT_City_1 #5,2234 Pine Blvd,VT_City_1,VT,57367,Mid-Atlantic,(960) 997-9664,Elizabeth Davis,2012-05-18,True,4646,10
LOC-0382,Lincare DE_City_1 #5,2071 Main Rd,DE_City_1,DE,95767,Mid-Atlantic,(395) 397-8303,William Williams,2015-05-20,True,5384,17
LOC-0383,Lincare OR_City_3 #1,2194 Oak Dr,OR_City_3,OR,82154,Southeast,(928) 458-6690,Elizabeth Anderson,2005-04-07,True,2054,35
LOC-0384,Lincare NH_City_3 #1,2835 Cedar Blvd,NH_City_3,NH,26899,West,(496) 246-1996,Joseph Gonzalez,2022-03-16,True,5706,9
LOC-0385,Lincare Rockford #5,6393 Cedar Dr,Rockford,IL,62540,Pacific,(821) 478-4390,Richard Smith,2007-03-06,True,6350,5
LOC-0386,Lincare Toledo #5,4340 Pine Ave,Toledo,OH,48844,West,(925) 474-2951,Richard Davis,2002-01-17,True,3890,7
LOC-0387,Lincare Dallas #2,4530 Health St,Dallas,TX,94202,Midwest,(454) 415-9758,William Smith,2015-08-02,True,4523,25
LOC-0388,Lincare CT_City_3 #3,2289 Elm Rd,CT_City_3,CT,48652,West,(532) 258-1170,Elizabeth Davis,2012-07-18,True,1628,39
LOC-0389,Lincare VT_City_3 #4,4316 Health Rd,VT_City_3,VT,82204,Northeast,(411) 652-4614,Linda Rodriguez,2009-02-23,True,7667,30
LOC-0390,Lincare ID_City_2 #4,6139 Oak Dr,ID_City_2,ID,22280,Southeast,(707) 385-8526,Richard Garcia,2008-06-21,True,7475,16
LOC-0391,Lincare UT_City_2 #3,2769 Oak Dr,UT_City_2,UT,89668,Northeast,(392) 271-3351,Michael Wilson,2011-01-01,True,6784,30
LOC-0392,Lincare DE_City_3 #2,293 Cedar St,DE_City_3,DE,59528,West,(593) 221-2802,James Johnson,2005-12-05,True,2184,22
LOC-0393,Lincare ID_City_3 #1,253 Health St,ID_City_3,ID,81089,West,(953) 546-2392,Joseph Jones,2021-07-20,True,5139,15
LOC-0394,Lincare Warren #2,4094 Main Rd,Warren,MI,45056,Southwest,(842) 756-3016,James Johnson,2004-08-11,True,2340,37
LOC-0395,Lincare NH_City_1 #2,493 Oak Dr,NH_City_1,NH,60512,Northeast,(350) 561-5699,Thomas Gonzalez,2005-01-15,True,2402,19
LOC-0396,Lincare DE_City_2 #1,5567 Main Blvd,DE_City_2,DE,21115,Midwest,(244) 819-3475,Richard Wilson,2015-01-08,True,7065,32
LOC-0397,Lincare ID_City_3 #3,4802 Pine St,ID_City_3,ID,45532,Mid-Atlantic,(711) 877-7047,Sarah Williams,2000-02-05,True,2717,14
LOC-0398,Lincare MN_City_1 #4,7938 Health St,MN_City_1,MN,24832,Southwest,(791) 637-5562,David Williams,2014-06-28,False,2989,29
LOC-0399,Lincare MO_City_2 #4,7985 Market Dr,MO_City_2,MO,88871,Southwest,(851) 541-3264,Thomas Gonzalez,2018-10-12,True,5913,39
LOC-0400,Lincare ND_City_3 #2,6401 Main Rd,ND_City_3,ND,65291,West,(739) 791-4593,Michael Davis,2016-03-23,True,1640,28
LOC-0401,Lincare Erie #1,1076 Pine Blvd,Erie,PA,28264,Southeast,(501) 671-3361,Margaret Wilson,2010-11-17,True,3339,8
LOC-0402,Lincare WY_City_1 #2,6284 Market St,WY_City_1,WY,65667,Northeast,(580) 255-2736,Michael Thomas,2007-02-04,True,4492,14
LOC-0403,Lincare CT_City_1 #1,9425 Health Dr,CT_City_1,CT,29623,Northeast,(983) 386-8696,David Taylor,2013-06-08,True,7419,26
LOC-0404,Lincare NM_City_3 #1,4798 Main Ave,NM_City_3,NM,17864,Mid-Atlantic,(857) 232-3843,Lisa Garcia,2000-06-27,True,4970,34
LOC-0405,Lincare Scranton #3,9472 Cedar Blvd,Scranton,PA,39794,Pacific,(633) 360-5453,Michael Taylor,2016-12-07,False,2525,18
LOC-0406,Lincare NV_City_3 #2,6527 Oak Rd,NV_City_3,NV,89309,Northeast,(279) 909-8674,Nancy Hernandez,2018-03-04,True,2850,8
LOC-0407,Lincare MT_City_3 #2,4522 Main St,MT_City_3,MT,20198,Southwest,(571) 817-6496,James Davis,2012-08-28,True,2372,9
LOC-0408,Lincare KS_City_3 #3,3175 Cedar Ave,KS_City_3,KS,93674,Northeast,(233) 446-5410,Michael Jackson,2002-01-05,True,7973,35
LOC-0409,Lincare AR_City_1 #1,5156 Main Blvd,AR_City_1,AR,47015,Midwest,(607) 712-4192,Linda Gonzalez,2015-12-18,False,7256,11
LOC-0410,Lincare MS_City_2 #5,1754 Cedar Ave,MS_City_2,MS,13104,Mid-Atlantic,(801) 591-8814,Robert Martinez,2007-03-26,True,5293,10
LOC-0411,Lincare Houston #2,3633 Health Ave,Houston,TX,31108,Mid-Atlantic,(713) 728-9573,Linda Anderson,2005-11-19,True,4451,44
LOC-0412,Lincare NJ_City_1 #4,4017 Oak Rd,NJ_City_1,NJ,89544,Mid-Atlantic,(276) 356-9151,William Smith,2006-05-25,True,4035,40
LOC-0413,Lincare CT_City_2 #4,5239 Oak Blvd,CT_City_2,CT,31164,Northeast,(269) 486-6952,Elizabeth Williams,2003-03-11,True,7823,34
LOC-0414,Lincare ME_City_2 #4,2401 Main Rd,ME_City_2,ME,73997,Midwest,(240) 572-5696,Maria Wilson,2005-10-14,True,5698,44
LOC-0415,Lincare MN_City_2 #4,8389 Elm Blvd,MN_City_2,MN,99463,Northeast,(243) 835-1934,Thomas Moore,2000-05-10,True,2362,23
LOC-0416,Lincare NE_City_1 #4,1295 Oak Dr,NE_City_1,NE,70591,West,(885) 295-6716,Karen Anderson,2020-11-07,True,2976,11
LOC-0417,Lincare NV_City_2 #4,5485 Main Blvd,NV_City_2,NV,54882,Southeast,(818) 697-4483,Nancy Brown,2012-06-26,True,5965,14
LOC-0418,Lincare Raleigh #2,5345 Cedar St,Raleigh,NC,88784,Mid-Atlantic,(992) 589-2022,Elizabeth Wilson,2021-03-27,True,3232,6
LOC-0419,Lincare VA_City_2 #3,2985 Main Ave,VA_City_2,VA,19077,Midwest,(480) 614-2338,Jennifer Anderson,2018-10-29,True,6985,21
LOC-0420,Lincare IN_City_1 #4,5703 Health Blvd,IN_City_1,IN,31565,Northeast,(403) 557-7866,Nancy Thomas,2007-03-17,False,5078,27
LOC-0421,Lincare WA_City_3 #1,9289 Health Rd,WA_City_3,WA,36025,Southwest,(279) 940-3369,Linda Hernandez,2000-08-20,True,5257,14
LOC-0422,Lincare ND_City_2 #4,4405 Cedar St,ND_City_2,ND,69055,Northeast,(328) 849-8361,William Johnson,2009-10-21,True,3037,31
LOC-0423,Lincare WA_City_3 #2,9945 Elm Ave,WA_City_3,WA,55624,Pacific,(414) 395-1235,Elizabeth Lopez,2000-09-22,True,4014,37
LOC-0424,Lincare Clearwater #4,6883 Elm Blvd,Clearwater,FL,56165,Southwest,(755) 636-9571,Linda Brown,2007-11-20,True,4556,16
LOC-0425,Lincare Reading #5,7241 Elm Blvd,Reading,PA,96455,Southeast,(905) 896-8167,Jennifer Martin,2004-06-13,False,2350,10
LOC-0426,Lincare UT_City_1 #4,1798 Elm Rd,UT_City_1,UT,81399,West,(302) 848-8276,Lisa Jackson,2001-06-18,True,4945,18
LOC-0427,Lincare KY_City_2 #4,1975 Oak Dr,KY_City_2,KY,26310,West,(559) 675-7765,Maria Smith,2016-10-21,True,5657,23
LOC-0428,Lincare MD_City_3 #3,6894 Market Ave,MD_City_3,MD,10544,Midwest,(624) 233-1254,James Jones,2016-10-17,True,5751,43
LOC-0429,Lincare MN_City_2 #5,7145 Oak Rd,MN_City_2,MN,61296,Southeast,(397) 831-7444,Robert Jackson,2019-04-01,True,6712,29
LOC-0430,Lincare WI_City_1 #3,8575 Oak Dr,WI_City_1,WI,40273,Southwest,(301) 927-3069,Lisa Brown,2017-08-01,True,6638,21
LOC-0431,Lincare Pittsburgh #2,1627 Main St,Pittsburgh,PA,67333,Midwest,(211) 843-3507,James Martin,2003-07-14,True,1707,13
LOC-0432,Lincare Yonkers #3,3156 Oak Ave,Yonkers,NY,48918,Mid-Atlantic,(398) 748-5018,Maria Rodriguez,2002-04-27,True,2677,45
LOC-0433,Lincare AZ_City_3 #1,1917 Elm Rd,AZ_City_3,AZ,26080,West,(309) 345-5627,Sarah Garcia,2004-02-29,True,4460,18
LOC-0434,Lincare NV_City_1 #1,6878 Main Dr,NV_City_1,NV,92009,Southwest,(278) 415-7879,Maria Hernandez,2020-03-23,True,2972,24
LOC-0435,Lincare AL_City_1 #5,615 Main Blvd,AL_City_1,AL,55453,Mid-Atlantic,(695) 828-9953,James Garcia,2011-06-01,True,3079,43
LOC-0436,Lincare AZ_City_3 #5,8484 Health Ave,AZ_City_3,AZ,38351,Northeast,(573) 317-4554,James Hernandez,2006-03-20,True,7461,13
LOC-0437,Lincare MD_City_2 #2,1606 Pine Rd,MD_City_2,MD,95449,Southwest,(501) 678-9123,Susan Taylor,2017-12-09,True,3548,16
LOC-0438,Lincare IA_City_3 #3,6536 Main Rd,IA_City_3,IA,87015,Pacific,(519) 369-4372,Nancy Wilson,2020-01-05,True,7620,22
LOC-0439,Lincare MN_City_3 #5,6375 Elm Ave,MN_City_3,MN,84336,Northeast,(561) 582-2052,Karen Garcia,2001-07-07,False,3573,42
LOC-0440,Lincare NH_City_2 #5,5871 Elm St,NH_City_2,NH,25027,West,(384) 530-8035,Richard Lopez,2011-01-02,True,6881,28
LOC-0441,Lincare MT_City_1 #3,2103 Main Blvd,MT_City_1,MT,11428,Pacific,(934) 536-4502,Karen Jackson,2014-06-04,True,6100,9
LOC-0442,Lincare NE_City_2 #2,8738 Oak St,NE_City_2,NE,83525,West,(484) 933-2225,Susan Wilson,2014-04-03,True,3123,17
LOC-0443,Lincare Sacramento #1,4596 Elm St,Sacramento,CA,26265,Southwest,(663) 375-6355,Maria Davis,2000-12-14,True,6772,41
LOC-0444,Lincare AL_City_2 #2,6699 Main Rd,AL_City_2,AL,79142,Midwest,(240) 545-1266,Michael Thomas,2004-04-07,True,4900,24
LOC-0445,Lincare MD_City_2 #3,6659 Main Rd,MD_City_2,MD,51048,Pacific,(705) 827-1771,Maria Martinez,2020-05-22,True,6751,12
LOC-0446,Lincare MT_City_3 #1,3770 Main St,MT_City_3,MT,28184,Northeast,(307) 530-8138,Thomas Garcia,2003-12-13,True,4521,39
LOC-0447,Lincare AL_City_3 #1,4354 Health St,AL_City_3,AL,24523,Pacific,(249) 511-2229,Sarah Hernandez,2017-01-09,True,2895,13
LOC-0448,Lincare SC_City_2 #2,5331 Health Ave,SC_City_2,SC,86563,Northeast,(623) 852-8320,William Taylor,2010-10-15,True,6917,36
LOC-0449,Lincare MD_City_2 #4,3800 Main Blvd,MD_City_2,MD,48828,Pacific,(928) 284-6783,Margaret Davis,2009-03-27,True,2115,36
LOC-0450,Lincare San Diego #2,7770 Health Dr,San Diego,CA,34630,Northeast,(699) 307-6577,Joseph Jackson,2014-01-21,True,4054,34
LOC-0451,Lincare UT_City_1 #5,1831 Oak Ave,UT_City_1,UT,57663,Pacific,(594) 663-9412,Joseph Gonzalez,2008-06-06,True,4965,15
LOC-0452,Lincare VA_City_2 #5,1772 Oak Dr,VA_City_2,VA,24047,Pacific,(962) 312-4941,James Anderson,2008-05-22,True,5401,38
LOC-0453,Lincare NM_City_2 #1,9116 Main Blvd,NM_City_2,NM,66554,Midwest,(417) 354-7503,Lisa Wilson,2022-10-13,True,5115,22
LOC-0454,Lincare MT_City_1 #4,7023 Oak Blvd,MT_City_1,MT,34831,Northeast,(612) 380-5520,Lisa Martin,2022-02-21,True,2394,8
LOC-0455,Lincare UT_City_1 #2,1987 Main St,UT_City_1,UT,85396,Northeast,(472) 444-2078,Margaret Brown,2012-05-10,True,6580,30
LOC-0456,Lincare NV_City_2 #2,4495 Elm Ave,NV_City_2,NV,32417,Northeast,(408) 555-5718,Jennifer Smith,2004-03-24,True,7238,44
LOC-0457,Lincare Fayetteville #2,2889 Pine St,Fayetteville,NC,31842,Midwest,(391) 540-8458,David Smith,2021-04-15,True,1670,16
LOC-0458,Lincare ME_City_1 #1,9832 Pine Dr,ME_City_1,ME,86435,Southeast,(201) 700-5055,Nancy Brown,2002-01-10,True,6147,23
LOC-0459,Lincare KY_City_3 #2,2501 Health St,KY_City_3,KY,23106,West,(511) 953-6499,Karen Thomas,2015-09-26,False,3608,36
LOC-0460,Lincare ME_City_2 #1,5877 Pine Blvd,ME_City_2,ME,77873,Southwest,(993) 879-8935,William Rodriguez,2000-12-05,True,4861,19
LOC-0461,Lincare VT_City_1 #4,606 Oak Rd,VT_City_1,VT,66455,Midwest,(568) 411-2462,Joseph Gonzalez,2004-11-03,False,6635,39
LOC-0462,Lincare NM_City_3 #3,5815 Pine Dr,NM_City_3,NM,87220,Southeast,(627) 482-6067,Joseph Johnson,2015-05-26,True,2507,32
LOC-0463,Lincare Syracuse #3,4825 Main St,Syracuse,NY,75395,Pacific,(901) 350-8640,David Taylor,2012-12-30,True,6942,15
LOC-0464,Lincare Sterling Heights #1,4928 Main Dr,Sterling Heights,MI,15367,Midwest,(422) 489-3022,Robert Thomas,2013-09-19,True,4385,5
LOC-0465,Lincare San Jose #3,4741 Health Rd,San Jose,CA,97205,Southeast,(987) 774-3540,Michael Rodriguez,2006-05-26,False,3111,32
LOC-0466,Lincare SC_City_1 #2,626 Elm Blvd,SC_City_1,SC,42601,Midwest,(894) 852-7328,Susan Gonzalez,2004-05-26,True,3974,43
LOC-0467,Lincare Grand Rapids #4,5383 Health Rd,Grand Rapids,MI,28242,West,(899) 986-4268,Sarah Jones,2018-09-03,True,3966,24
LOC-0468,Lincare CT_City_2 #4,9042 Oak Dr,CT_City_2,CT,67264,West,(298) 341-9627,Karen Hernandez,2022-08-07,True,7337,27
LOC-0469,Lincare Rochester #4,6989 Elm Dr,Rochester,NY,13627,Southwest,(772) 227-7896,Michael Jones,2013-07-25,True,6254,37
LOC-0470,Lincare MT_City_1 #5,9366 Pine St,MT_City_1,MT,61466,West,(328) 612-1097,Karen Taylor,2020-08-23,True,2193,8
LOC-0471,Lincare MD_City_3 #3,9837 Main Blvd,MD_City_3,MD,84113,Northeast,(693) 907-6428,Robert Brown,2022-11-30,True,1934,18
LOC-0472,Lincare OK_City_1 #4,2334 Oak Ave,OK_City_1,OK,49438,West,(843) 518-1105,Nancy Martin,2009-01-01,True,1500,14
LOC-0473,Lincare SD_City_1 #1,4150 Oak St,SD_City_1,SD,72094,West,(225) 717-8271,Maria Johnson,2005-06-18,True,5462,16
LOC-0474,Lincare LA_City_3 #5,7294 Health Rd,LA_City_3,LA,26147,Midwest,(642) 349-1354,Richard Jones,2010-10-18,True,7575,39
LOC-0475,Lincare IA_City_2 #3,4842 Market St,IA_City_2,IA,87170,Southwest,(704) 576-5508,Maria Gonzalez,2004-10-24,True,4980,14
LOC-0476,Lincare AZ_City_2 #1,9344 Elm St,AZ_City_2,AZ,86092,Southwest,(510) 234-8282,Robert Lopez,2006-04-01,True,7423,34
LOC-0477,Lincare MD_City_1 #3,8302 Health Rd,MD_City_1,MD,37627,Southeast,(557) 923-9602,Maria Taylor,2002-10-25,True,2740,27
LOC-0478,Lincare UT_City_3 #3,7628 Market Ave,UT_City_3,UT,46482,West,(980) 874-5963,Maria Williams,2021-09-12,True,5364,43
LOC-0479,Lincare VT_City_1 #5,8708 Pine Ave,VT_City_1,VT,52477,West,(802) 794-6703,Maria Williams,2002-01-06,True,7503,15
LOC-0480,Lincare KY_City_1 #1,8282 Market Dr,KY_City_1,KY,52422,Mid-Atlantic,(978) 437-4876,William Garcia,2017-03-24,True,4941,9
LOC-0481,Lincare Fresno #1,713 Health St,Fresno,CA,67872,Midwest,(981) 583-1482,Richard Hernandez,2004-10-29,True,4593,13
LOC-0482,Lincare Fort Worth #2,3306 Pine Dr,Fort Worth,TX,67345,West,(895) 492-4694,Joseph Garcia,2019-06-21,True,7971,17
LOC-0483,Lincare CT_City_3 #1,3434 Main Ave,CT_City_3,CT,10686,Northeast,(568) 992-7685,Margaret Williams,2015-04-14,True,7479,38
LOC-0484,Lincare ND_City_1 #2,9444 Health Dr,ND_City_1,ND,75647,Pacific,(560) 565-3258,Michael Anderson,2019-03-06,True,2080,41
LOC-0485,Lincare CT_City_1 #5,4986 Main St,CT_City_1,CT,75367,Pacific,(436) 252-9856,Linda Smith,2010-01-18,True,3874,21
LOC-0486,Lincare NE_City_3 #1,2686 Pine St,NE_City_3,NE,80047,Midwest,(789) 447-9482,Lisa Martinez,2017-11-27,True,5972,12
LOC-0487,Lincare SC_City_2 #1,628 Pine Dr,SC_City_2,SC,44194,Midwest,(405) 542-1973,David Miller,2014-10-14,True,6934,8
LOC-0488,Lincare LA_City_2 #5,679 Pine St,LA_City_2,LA,64557,Northeast,(812) 957-2320,Margaret Thomas,2005-10-22,True,1841,11
LOC-0489,Lincare AR_City_2 #2,5838 Elm Dr,AR_City_2,AR,49769,West,(433) 221-1906,James Miller,2017-01-06,True,7545,6
LOC-0490,Lincare Erie #4,6280 Market Ave,Erie,PA,66324,Northeast,(918) 637-3257,William Anderson,2005-04-17,True,4512,27
LOC-0491,Lincare IA_City_2 #1,4002 Oak St,IA_City_2,IA,87151,Southwest,(210) 432-7767,Margaret Jackson,2002-01-20,False,1622,20
LOC-0492,Lincare Los Angeles #2,7285 Oak Blvd,Los Angeles,CA,15730,Northeast,(521) 558-5001,Jennifer Jones,2017-11-04,True,2502,9
LOC-0493,Lincare CO_City_2 #2,8208 Market Blvd,CO_City_2,CO,38873,West,(654) 930-5959,Elizabeth Moore,2013-02-16,True,3500,38
LOC-0494,Lincare MD_City_2 #5,8348 Main St,MD_City_2,MD,55434,Mid-Atlantic,(620) 922-8966,Sarah Williams,2009-02-17,True,5767,19
LOC-0495,Lincare Ann Arbor #2,2111 Pine Ave,Ann Arbor,MI,14701,West,(440) 915-8213,Karen Brown,2000-12-14,True,1776,22
LOC-0496,Lincare MD_City_3 #3,1484 Main Blvd,MD_City_3,MD,89920,Southwest,(593) 707-1308,Maria Gonzalez,2019-12-01,True,3185,29
LOC-0497,Lincare IN_City_3 #5,956 Market Blvd,IN_City_3,IN,14103,Southwest,(754) 981-6698,James Martin,2015-01-30,True,3650,42
LOC-0498,Lincare KS_City_1 #5,7211 Health Dr,KS_City_1,KS,17486,Midwest,(311) 766-7358,Jennifer Moore,2020-10-16,True,7391,41
LOC-0499,Lincare OK_City_2 #4,7756 Market Ave,OK_City_2,OK,27284,Southeast,(215) 487-5495,Michael Davis,2013-04-08,True,4732,7
LOC-0500,Lincare TN_City_2 #3,4204 Health Rd,TN_City_2,TN,11617,Midwest,(327) 514-6259,Sarah Garcia,2019-11-28,True,5103,5
LOC-0501,Lincare New York #4,9219 Oak Dr,New York,NY,17678,Midwest,(793) 281-5529,Margaret Hernandez,2002-11-15,True,3613,22
LOC-0502,Lincare ME_City_2 #2,2958 Oak Rd,ME_City_2,ME,95980,Southeast,(250) 438-2875,Robert Garcia,2022-09-24,True,6250,25
LOC-0503,Lincare AR_City_3 #2,1096 Market Blvd,AR_City_3,AR,43743,Mid-Atlantic,(216) 894-6789,Margaret Johnson,2010-07-12,True,2134,37
LOC-0504,Lincare NM_City_1 #1,3982 Oak Blvd,NM_City_1,NM,84758,West,(580) 897-7815,Michael Wilson,2012-09-12,True,4175,43
LOC-0505,Lincare MT_City_2 #3,7811 Pine Rd,MT_City_2,MT,14083,Southwest,(364) 577-1730,Jennifer Jones,2001-02-22,True,3232,25
LOC-0506,Lincare Dayton #5,9627 Market Blvd,Dayton,OH,38163,Pacific,(587) 796-1534,David Gonzalez,2003-07-09,False,3339,41
LOC-0507,Lincare Akron #5,6949 Cedar St,Akron,OH,79174,Mid-Atlantic,(252) 821-8738,Lisa Taylor,2019-10-13,True,3097,41
LOC-0508,Lincare MA_City_1 #2,6030 Oak Dr,MA_City_1,MA,51263,Midwest,(966) 318-4949,Karen Wilson,2016-03-26,True,6091,37
LOC-0509,Lincare CO_City_2 #4,3874 Elm Dr,CO_City_2,CO,40115,Mid-Atlantic,(783) 328-9808,Thomas Wilson,2006-03-13,True,3850,26
LOC-0510,Lincare MN_City_1 #4,6998 Cedar Ave,MN_City_1,MN,85499,Northeast,(706) 847-4245,Richard Anderson,2000-09-11,True,4929,21
LOC-0511,Lincare Scranton #1,2170 Health St,Scranton,PA,66547,Southwest,(224) 906-3735,Michael Jones,2017-05-29,True,4402,13
LOC-0512,Lincare NV_City_3 #2,4906 Main Blvd,NV_City_3,NV,54124,West,(805) 823-2765,Robert Williams,2015-12-03,True,4849,45
LOC-0513,Lincare NM_City_3 #4,4839 Health Dr,NM_City_3,NM,27643,Pacific,(951) 387-9345,Michael Jones,2000-05-07,True,4530,34
LOC-0514,Lincare NE_City_2 #2,8434 Market Rd,NE_City_2,NE,46608,Southwest,(991) 299-4805,Jennifer Thomas,2015-04-20,True,5740,38
LOC-0515,Lincare SC_City_3 #4,4773 Pine Dr,SC_City_3,SC,51756,Pacific,(975) 382-3346,Robert Miller,2019-04-24,True,6211,44
LOC-0516,Lincare MN_City_1 #3,2813 Main Blvd,MN_City_1,MN,45893,Midwest,(698) 649-4664,Richard Martinez,2011-08-21,False,7672,11
LOC-0517,Lincare KY_City_3 #2,1672 Oak Rd,KY_City_3,KY,76676,Midwest,(972) 372-1448,Robert Moore,2008-10-02,True,1711,28
LOC-0518,Lincare KS_City_2 #4,7388 Cedar Ave,KS_City_2,KS,69486,West,(502) 312-2965,Karen Wilson,2022-02-15,True,2620,22
LOC-0519,Lincare WI_City_3 #3,1395 Market Ave,WI_City_3,WI,19745,Northeast,(534) 360-9307,Linda Rodriguez,2020-05-04,True,5701,9
LOC-0520,Lincare WV_City_3 #1,7200 Main Rd,WV_City_3,WV,51618,Midwest,(394) 771-1583,James Davis,2006-02-20,True,3303,17
LOC-0521,Lincare ME_City_2 #4,3165 Market Dr,ME_City_2,ME,47040,Southeast,(334) 403-2453,Lisa Miller,2000-02-22,True,5519,40
LOC-0522,Lincare TN_City_1 #2,735 Elm Blvd,TN_City_1,TN,90396,Mid-Atlantic,(589) 846-4845,Elizabeth Thomas,2008-01-29,True,3399,23
LOC-0523,Lincare VT_City_2 #4,9895 Pine Rd,VT_City_2,VT,73040,Southwest,(502) 298-4586,William Martinez,2018-10-27,False,4165,20
LOC-0524,Lincare VT_City_2 #2,7714 Pine St,VT_City_2,VT,55557,Northeast,(913) 607-3098,Nancy Thomas,2018-06-25,True,1737,23
LOC-0525,Lincare MD_City_3 #4,1096 Cedar Blvd,MD_City_3,MD,44289,Southeast,(891) 525-7737,Maria Anderson,2019-01-27,True,1947,22
LOC-0526,Lincare ND_City_3 #3,847 Pine Dr,ND_City_3,ND,63714,Southeast,(426) 786-3728,Margaret Miller,2004-12-12,True,6524,44
LOC-0527,Lincare MS_City_1 #5,426 Market St,MS_City_1,MS,59700,West,(292) 999-6460,Elizabeth Moore,2002-11-05,True,5748,18
LOC-0528,Lincare MT_City_3 #2,8876 Elm Ave,MT_City_3,MT,48035,Southeast,(365) 582-6431,Susan Miller,2011-02-26,True,1795,6
