cms_claim_id,reporting_quarter,state,city,zip_code,hcpcs_code,equipment_category,beneficiary_count,total_claims,total_allowed,total_paid,provider_type,home_health_share,competitor_count
CMS-0011045,Q4-2025,NV,NV_City_2,91671,E0465,Respiratory,37,154,5294.31,30461.33,DME Supplier,False,2
CMS-0011046,Q4-2025,OR,OR_City_3,31594,E0431,Respiratory,3,86,20961.25,40148.28,Hospital Outpatient,False,7
CMS-0011047,Q4-2025,CA,Sacramento,68024,E0601,Sleep Therapy,22,174,39871.19,15405.98,Home Health Agency,False,3
CMS-0011048,Q4-2025,ID,ID_City_2,17813,E0431,Respiratory,47,71,29292.13,29042.51,DME Supplier,False,3
CMS-0011049,Q4-2025,AZ,AZ_City_1,13837,E0424,Respiratory,35,94,571.74,10835.94,Hospital Outpatient,True,1
CMS-0011050,Q4-2025,CA,Fresno,55509,E0424,Respiratory,17,43,46320.58,44555.85,Physician Office,False,7
CMS-0011051,Q4-2025,TX,San Antonio,33507,E0570,Respiratory,11,13,38886.41,25400.98,Home Health Agency,False,1
CMS-0011052,Q4-2025,NM,NM_City_3,75714,E0570,Respiratory,15,148,16994.45,3167.38,Physician Office,False,3
CMS-0011053,Q4-2025,VT,VT_City_1,75142,E0470,Sleep Therapy,48,16,44303.03,11033.21,Home Health Agency,False,1
CMS-0011054,Q4-2025,CT,CT_City_3,48832,E0465,Respiratory,47,16,8903.48,39723.47,DME Supplier,True,5
CMS-0011055,Q4-2025,IL,Naperville,31418,E0433,Respiratory,48,134,36317.31,6229.61,Hospital Outpatient,True,8
CMS-0011056,Q4-2025,MI,Sterling Heights,24419,E0465,Respiratory,2,143,44078.14,33035.9,DME Supplier,False,1
CMS-0011057,Q4-2025,MT,MT_City_2,39998,E0465,Respiratory,21,24,22226.46,4679.48,Physician Office,True,6
CMS-0011058,Q4-2025,WV,WV_City_1,29377,E0470,Sleep Therapy,23,108,9493.15,6374.44,Hospital Outpatient,False,1
CMS-0011059,Q4-2025,LA,LA_City_3,34671,E0431,Respiratory,31,22,31951.16,44615.07,DME Supplier,False,3
CMS-0011060,Q4-2025,WI,WI_City_2,92401,E0424,Respiratory,23,124,9377.55,20834.35,Hospital Outpatient,False,1
CMS-0011061,Q4-2025,MN,MN_City_2,42642,E0431,Respiratory,19,9,39854.87,2483.3,Physician Office,True,1
CMS-0011062,Q4-2025,ND,ND_City_2,72474,E0424,Respiratory,2,8,10177.86,26785.36,Hospital Outpatient,True,6
CMS-0011063,Q4-2025,WV,WV_City_2,97074,E0431,Respiratory,9,106,31706.97,3341.89,DME Supplier,True,1
CMS-0011064,Q4-2025,IN,IN_City_2,53102,E0433,Respiratory,34,185,24110.94,2494.37,DME Supplier,False,6
CMS-0011065,Q4-2025,RI,RI_City_2,97222,E0431,Respiratory,39,90,20860.84,31454.4,Home Health Agency,True,8
CMS-0011066,Q4-2025,WY,WY_City_2,74110,E0431,Respiratory,15,110,49204.55,15616.38,DME Supplier,False,3
CMS-0011067,Q4-2025,CT,CT_City_2,45895,E0570,Respiratory,26,3,45503.69,31060.41,Hospital Outpatient,True,6
CMS-0011068,Q4-2025,SC,SC_City_3,41337,E0433,Respiratory,17,153,39934.21,44485.14,Physician Office,False,2
CMS-0011069,Q4-2025,CO,CO_City_1,63173,E0465,Respiratory,13,185,41784.66,20820.93,Hospital Outpatient,False,8
CMS-0011070,Q4-2025,MA,MA_City_2,85237,E0433,Respiratory,40,39,39693.07,4278.04,Hospital Outpatient,False,5
CMS-0011071,Q4-2025,NV,NV_City_3,45561,E0465,Respiratory,19,143,19535.49,32072.88,Home Health Agency,True,2
CMS-0011072,Q4-2025,AL,AL_City_1,81782,E0601,Sleep Therapy,34,139,12534.95,25799.16,Physician Office,False,7
CMS-0011073,Q4-2025,LA,LA_City_1,63184,E0601,Sleep Therapy,40,83,17547.88,28919.56,Hospital Outpatient,False,4
CMS-0011074,Q4-2025,NJ,NJ_City_3,95166,E0431,Respiratory,13,157,48529.99,29563.33,Physician Office,True,5
CMS-0011075,Q4-2025,UT,UT_City_2,83862,E0431,Respiratory,22,55,626.58,1632.6,DME Supplier,False,7
CMS-0011076,Q4-2025,NH,NH_City_3,50669,E0465,Respiratory,3,70,35912.33,12405.19,Hospital Outpatient,False,6
CMS-0011077,Q4-2025,CO,CO_City_2,46960,E0601,Sleep Therapy,29,150,3845.77,27819.05,Home Health Agency,False,6
CMS-0011078,Q4-2025,AL,AL_City_3,35764,E0465,Respiratory,12,69,30652.32,25824.78,Physician Office,False,2
CMS-0011079,Q4-2025,IL,Aurora,22368,E0433,Respiratory,36,61,46693.31,35334.76,Hospital Outpatient,True,8
CMS-0011080,Q4-2025,WV,WV_City_1,29478,E0470,Sleep Therapy,34,127,24869.58,3337.56,DME Supplier,False,1
CMS-0011081,Q4-2025,CT,CT_City_1,30922,E0570,Respiratory,2,173,42834.56,6471.98,Hospital Outpatient,False,8
CMS-0011082,Q4-2025,RI,RI_City_2,36006,E0470,Sleep Therapy,8,8,9888.74,11788.34,Hospital Outpatient,False,4
CMS-0011083,Q4-2025,ME,ME_City_2,56407,E0433,Respiratory,41,197,39977.89,44104.89,Hospital Outpatient,False,8
CMS-0011084,Q4-2025,MS,MS_City_2,30473,E0431,Respiratory,39,64,49937.46,10175.19,Home Health Agency,False,7
CMS-0011085,Q4-2025,MI,Ann Arbor,93430,E0601,Sleep Therapy,20,109,21377.05,13271.9,DME Supplier,False,7
CMS-0011086,Q4-2025,AR,AR_City_1,29859,E0470,Sleep Therapy,5,109,36190.43,16932.29,Physician Office,False,6
CMS-0011087,Q4-2025,NY,Yonkers,67758,E0601,Sleep Therapy,3,38,39877.22,10601.63,DME Supplier,False,7
CMS-0011088,Q4-2025,VA,VA_City_1,60675,E0424,Respiratory,1,88,19059.69,10425.38,Physician Office,True,5
CMS-0011089,Q4-2025,OH,Akron,67845,E0433,Respiratory,24,186,8498.74,6277.21,DME Supplier,False,2
CMS-0011090,Q4-2025,PA,Reading,28635,E0601,Sleep Therapy,30,179,4485.04,7705.02,Hospital Outpatient,True,5
CMS-0011091,Q4-2025,CA,Sacramento,38184,E0431,Respiratory,18,30,33701.04,43121.18,Hospital Outpatient,False,8
CMS-0011092,Q4-2025,TN,TN_City_2,51578,E0465,Respiratory,10,125,26250.79,25194.51,Home Health Agency,True,1
CMS-0011093,Q4-2025,OR,OR_City_3,34870,E0424,Respiratory,11,16,33233.42,5655.64,DME Supplier,False,5
CMS-0011094,Q4-2025,MI,Grand Rapids,11034,E0465,Respiratory,35,59,11207.74,11871.17,DME Supplier,False,1
CMS-0011095,Q4-2025,KY,KY_City_3,13380,E0570,Respiratory,15,107,18298.1,11383.4,DME Supplier,False,7
CMS-0011096,Q4-2025,NE,NE_City_3,28083,E0433,Respiratory,33,160,42236.92,1360.59,Physician Office,False,2
CMS-0011097,Q4-2025,SC,SC_City_3,28434,E0433,Respiratory,43,88,22623.96,22645.62,Hospital Outpatient,False,5
CMS-0011098,Q4-2025,CO,CO_City_3,19658,E0465,Respiratory,12,185,41789.42,27516.41,Home Health Agency,True,4
CMS-0011099,Q4-2025,NY,New York,59495,E0433,Respiratory,40,39,11702.94,36204.89,Physician Office,False,5
CMS-0011100,Q4-2025,NH,NH_City_2,48686,E0465,Respiratory,22,65,17579.79,23013.75,Hospital Outpatient,False,6
CMS-0011101,Q4-2025,RI,RI_City_2,47920,E0424,Respiratory,42,41,41961.01,13786.5,DME Supplier,True,8
CMS-0011102,Q4-2025,ND,ND_City_1,31725,E0433,Respiratory,21,196,46174.2,9965.7,Hospital Outpatient,True,7
CMS-0011103,Q4-2025,ID,ID_City_1,98598,E0465,Respiratory,48,114,31605.46,20526.32,DME Supplier,False,1
CMS-0011104,Q4-2025,ID,ID_City_2,21932,E0601,Sleep Therapy,13,140,8797.8,28565.66,Hospital Outpatient,False,8
CMS-0011105,Q4-2025,WA,WA_City_2,88903,E0433,Respiratory,1,175,12021.84,42379.69,Home Health Agency,True,8
CMS-0011106,Q4-2025,VT,VT_City_1,41758,E0465,Respiratory,22,17,8712.88,15776.46,Physician Office,False,3
CMS-0011107,Q4-2025,AR,AR_City_2,20280,E0601,Sleep Therapy,29,77,45221.52,22013.91,DME Supplier,False,2
CMS-0011108,Q4-2025,SC,SC_City_2,67313,E0424,Respiratory,26,198,30139.93,24257.21,DME Supplier,False,2
CMS-0011109,Q4-2025,KY,KY_City_2,96928,E0570,Respiratory,40,5,13290.39,31837.24,Physician Office,True,2
CMS-0011110,Q4-2025,MO,MO_City_2,30138,E0465,Respiratory,34,156,26162.38,21099.61,Physician Office,True,5
CMS-0011111,Q4-2025,PA,Philadelphia,60827,E0465,Respiratory,49,13,40599.11,751.02,Hospital Outpatient,True,3
CMS-0011112,Q4-2025,AL,AL_City_2,14322,E0470,Sleep Therapy,15,100,5415.83,23405.66,Hospital Outpatient,False,2
CMS-0011113,Q4-2025,CA,Los Angeles,96367,E0424,Respiratory,24,108,44699.3,5150.37,DME Supplier,False,2
CMS-0011114,Q4-2025,IN,IN_City_3,43464,E0424,Respiratory,11,132,10735.92,1187.41,Home Health Agency,False,7
CMS-0011115,Q4-2025,AR,AR_City_1,74133,E0431,Respiratory,2,76,19970.51,6251.14,DME Supplier,True,6
CMS-0011116,Q4-2025,CT,CT_City_3,42523,E0431,Respiratory,43,113,37705.14,40800.2,Home Health Agency,True,1
CMS-0011117,Q4-2025,MN,MN_City_3,79529,E0601,Sleep Therapy,42,108,40111.03,14331.28,Physician Office,True,8
CMS-0011118,Q4-2025,TN,TN_City_2,11525,E0570,Respiratory,23,99,2034.39,44042.14,Physician Office,False,8
CMS-0011119,Q4-2025,WY,WY_City_1,43760,E0433,Respiratory,13,137,36694.0,5557.08,DME Supplier,True,5
CMS-0011120,Q4-2025,KS,KS_City_1,80027,E0465,Respiratory,16,49,27446.25,27165.83,Physician Office,False,3
CMS-0011121,Q4-2025,NE,NE_City_3,42144,E0470,Sleep Therapy,30,155,37087.76,22378.01,Hospital Outpatient,True,1
CMS-0011122,Q4-2025,VA,VA_City_3,96620,E0433,Respiratory,24,191,26724.55,40035.94,Home Health Agency,True,8
CMS-0011123,Q4-2025,AL,AL_City_3,73580,E0433,Respiratory,26,90,23019.42,21781.54,Home Health Agency,False,2
CMS-0011124,Q4-2025,MT,MT_City_2,33282,E0570,Respiratory,38,172,915.41,4973.2,Hospital Outpatient,False,5
CMS-0011125,Q4-2025,NM,NM_City_3,39681,E0465,Respiratory,19,37,9906.47,5149.23,Hospital Outpatient,True,8
CMS-0011126,Q4-2025,ND,ND_City_3,52843,E0470,Sleep Therapy,41,119,37081.99,33829.76,Physician Office,False,3
CMS-0011127,Q4-2025,ME,ME_City_1,66315,E0601,Sleep Therapy,40,8,44564.4,28474.37,Home Health Agency,True,6
CMS-0011128,Q4-2025,MD,MD_City_2,15820,E0465,Respiratory,48,127,27785.87,13470.2,DME Supplier,False,4
CMS-0011129,Q4-2025,IL,Chicago,40206,E0470,Sleep Therapy,35,46,3294.47,13929.05,DME Supplier,True,3
CMS-0011130,Q4-2025,GA,Athens,66767,E0601,Sleep Therapy,45,118,25173.74,30986.03,Home Health Agency,True,8
CMS-0011131,Q4-2025,SD,SD_City_2,92909,E0424,Respiratory,1,89,9833.64,12190.45,Home Health Agency,False,8
CMS-0011132,Q4-2025,MI,Grand Rapids,70595,E0601,Sleep Therapy,18,136,24361.91,16615.66,Hospital Outpatient,True,4
CMS-0011133,Q4-2025,ID,ID_City_1,13922,E0433,Respiratory,39,154,44570.98,22496.39,Home Health Agency,False,1
CMS-0011134,Q4-2025,FL,Miami,11473,E0431,Respiratory,18,142,26491.33,32191.33,Home Health Agency,False,8
CMS-0011135,Q4-2025,ND,ND_City_1,53850,E0470,Sleep Therapy,4,17,23615.57,41070.72,Physician Office,True,5
CMS-0011136,Q4-2025,MN,MN_City_1,96612,E0601,Sleep Therapy,25,95,11016.82,14754.49,DME Supplier,True,8
CMS-0011137,Q4-2025,WA,WA_City_2,90326,E0424,Respiratory,36,86,8826.79,15281.0,Physician Office,False,8
CMS-0011138,Q4-2025,MA,MA_City_3,75030,E0424,Respiratory,26,184,17476.53,13231.25,Physician Office,False,6
CMS-0011139,Q4-2025,NC,Winston-Salem,68598,E0601,Sleep Therapy,38,55,34106.61,922.92,Hospital Outpatient,False,6
CMS-0011140,Q4-2025,AZ,AZ_City_2,14542,E0424,Respiratory,16,52,18822.9,12288.68,Home Health Agency,True,4
CMS-0011141,Q4-2025,CA,San Jose,46348,E0433,Respiratory,13,78,16017.15,15386.02,Hospital Outpatient,False,7
CMS-0011142,Q4-2025,OR,OR_City_2,10617,E0431,Respiratory,33,52,22046.94,31803.88,Home Health Agency,True,5
CMS-0011143,Q4-2025,ID,ID_City_3,62058,E0601,Sleep Therapy,11,27,42451.02,8413.26,DME Supplier,False,3
CMS-0011144,Q4-2025,CO,CO_City_2,85713,E0570,Respiratory,27,167,44460.79,25610.51,DME Supplier,True,4
CMS-0011145,Q4-2025,WI,WI_City_3,89345,E0601,Sleep Therapy,15,94,7542.09,37478.38,DME Supplier,False,2
CMS-0011146,Q4-2025,RI,RI_City_3,90928,E0601,Sleep Therapy,10,56,47332.64,1935.27,Home Health Agency,False,2
CMS-0011147,Q4-2025,WV,WV_City_2,41747,E0601,Sleep Therapy,35,151,22337.56,36698.37,Hospital Outpatient,False,8
CMS-0011148,Q4-2025,NJ,NJ_City_3,89526,E0570,Respiratory,43,17,22761.27,11012.41,DME Supplier,True,3
CMS-0011149,Q4-2025,NJ,NJ_City_1,97996,E0424,Respiratory,22,173,38741.22,41289.36,Physician Office,False,2
CMS-0011150,Q4-2025,CO,CO_City_1,98743,E0433,Respiratory,36,177,36811.73,5755.68,Physician Office,False,4
CMS-0011151,Q4-2025,DE,DE_City_2,23717,E0601,Sleep Therapy,4,195,1790.07,20166.26,DME Supplier,False,5
CMS-0011152,Q4-2025,VA,VA_City_3,69519,E0433,Respiratory,46,1,34865.17,39755.98,Hospital Outpatient,False,2
CMS-0011153,Q4-2025,GA,Macon,43430,E0465,Respiratory,30,93,45231.6,28595.11,Hospital Outpatient,True,2
CMS-0011154,Q4-2025,NJ,NJ_City_3,83869,E0465,Respiratory,14,96,1992.62,42091.98,Home Health Agency,False,1
CMS-0011155,Q4-2025,OH,Cleveland,28356,E0465,Respiratory,50,73,44148.49,5196.83,DME Supplier,False,6
CMS-0011156,Q4-2025,TX,Dallas,43775,E0424,Respiratory,2,155,28995.93,30751.94,Hospital Outpatient,False,2
CMS-0011157,Q4-2025,OK,OK_City_3,99046,E0570,Respiratory,11,107,36481.03,25245.12,Home Health Agency,True,4
CMS-0011158,Q4-2025,NC,Durham,17842,E0431,Respiratory,30,165,13711.78,33829.69,DME Supplier,True,3
CMS-0011159,Q4-2025,MI,Detroit,51294,E0431,Respiratory,29,143,23819.78,11612.19,DME Supplier,True,8
CMS-0011160,Q4-2025,WV,WV_City_2,70785,E0433,Respiratory,26,27,38830.75,16394.9,Physician Office,False,1
CMS-0011161,Q4-2025,SC,SC_City_1,98682,E0424,Respiratory,10,33,26813.29,10133.34,Hospital Outpatient,False,2
CMS-0011162,Q4-2025,CT,CT_City_3,16049,E0601,Sleep Therapy,35,95,29589.08,31070.09,Home Health Agency,False,8
CMS-0011163,Q4-2025,SC,SC_City_1,37665,E0424,Respiratory,6,12,45583.43,24578.45,Hospital Outpatient,True,4
CMS-0011164,Q4-2025,WV,WV_City_2,17405,E0424,Respiratory,4,158,20257.28,18173.87,Physician Office,True,4
CMS-0011165,Q4-2025,WY,WY_City_2,20473,E0570,Respiratory,18,43,42394.33,27358.8,Home Health Agency,False,7
CMS-0011166,Q4-2025,TN,TN_City_2,35051,E0470,Sleep Therapy,3,93,47982.9,39129.39,Physician Office,False,5
CMS-0011167,Q4-2025,WI,WI_City_3,34331,E0433,Respiratory,3,34,29391.44,44250.61,Home Health Agency,True,1
CMS-0011168,Q4-2025,TN,TN_City_1,65099,E0601,Sleep Therapy,8,163,27621.5,2300.46,DME Supplier,False,7
CMS-0011169,Q4-2025,GA,Athens,62663,E0433,Respiratory,17,133,6557.57,17520.64,Physician Office,False,2
CMS-0011170,Q4-2025,ID,ID_City_3,30491,E0433,Respiratory,29,154,43502.66,4505.07,DME Supplier,False,8
CMS-0011171,Q4-2025,WI,WI_City_1,68615,E0424,Respiratory,49,118,8049.73,8490.96,Physician Office,True,4
CMS-0011172,Q4-2025,CT,CT_City_2,45235,E0470,Sleep Therapy,46,9,25330.76,34776.66,Hospital Outpatient,False,7
CMS-0011173,Q4-2025,VT,VT_City_2,40216,E0470,Sleep Therapy,29,168,3520.88,32579.24,Physician Office,False,5
CMS-0011174,Q4-2025,NH,NH_City_1,94279,E0570,Respiratory,20,73,8828.81,8939.96,Home Health Agency,False,2
CMS-0011175,Q4-2025,MN,MN_City_2,44792,E0424,Respiratory,19,132,40828.81,34762.02,Home Health Agency,False,4
CMS-0011176,Q4-2025,GA,Macon,55495,E0570,Respiratory,39,18,4884.67,24132.29,Home Health Agency,True,1
CMS-0011177,Q4-2025,OK,OK_City_2,26838,E0431,Respiratory,37,126,36374.61,44735.33,Hospital Outpatient,True,5
CMS-0011178,Q4-2025,ND,ND_City_3,21043,E0570,Respiratory,3,135,43054.85,27227.01,Home Health Agency,False,8
CMS-0011179,Q4-2025,NC,Greensboro,63282,E0431,Respiratory,7,94,4940.75,24466.87,Hospital Outpatient,True,1
CMS-0011180,Q4-2025,RI,RI_City_1,34620,E0601,Sleep Therapy,32,125,36501.54,24019.31,Hospital Outpatient,True,6
CMS-0011181,Q4-2025,SC,SC_City_1,66892,E0470,Sleep Therapy,22,143,31643.47,34098.95,Physician Office,False,8
CMS-0011182,Q4-2025,MI,Grand Rapids,55713,E0470,Sleep Therapy,28,194,2729.61,38061.3,DME Supplier,False,3
CMS-0011183,Q4-2025,CO,CO_City_2,22871,E0433,Respiratory,48,111,28573.84,39633.02,Physician Office,False,7
CMS-0011184,Q4-2025,MI,Ann Arbor,41871,E0470,Sleep Therapy,35,111,17510.29,13427.22,Hospital Outpatient,False,5
CMS-0011185,Q4-2025,GA,Columbus,37296,E0424,Respiratory,24,139,26666.03,28351.07,Home Health Agency,True,2
CMS-0011186,Q4-2025,AR,AR_City_1,54742,E0433,Respiratory,41,46,38324.53,27057.12,Physician Office,False,8
CMS-0011187,Q4-2025,NM,NM_City_3,43232,E0465,Respiratory,1,127,13801.5,3395.76,Hospital Outpatient,True,5
CMS-0011188,Q4-2025,IA,IA_City_2,12012,E0470,Sleep Therapy,6,164,23750.3,9373.1,Home Health Agency,False,6
CMS-0011189,Q4-2025,MN,MN_City_3,39391,E0433,Respiratory,50,107,40753.38,24527.13,Physician Office,False,7
CMS-0011190,Q4-2025,OR,OR_City_3,28337,E0424,Respiratory,2,90,17251.48,36717.46,DME Supplier,False,5
CMS-0011191,Q4-2025,UT,UT_City_2,33017,E0601,Sleep Therapy,27,109,1632.74,37390.21,Home Health Agency,False,6
CMS-0011192,Q4-2025,SD,SD_City_1,69498,E0470,Sleep Therapy,45,71,30860.56,7802.38,Hospital Outpatient,False,6
CMS-0011193,Q4-2025,FL,Tampa,54217,E0433,Respiratory,15,152,11709.1,39484.15,Physician Office,True,1
CMS-0011194,Q4-2025,CA,Sacramento,99675,E0424,Respiratory,8,30,30246.2,14144.81,Physician Office,True,4
CMS-0011195,Q4-2025,LA,LA_City_3,45830,E0470,Sleep Therapy,44,88,49343.76,43510.74,DME Supplier,True,5
CMS-0011196,Q4-2025,ME,ME_City_3,59996,E0424,Respiratory,11,198,33634.92,15149.17,DME Supplier,False,5
CMS-0011197,Q4-2025,PA,Scranton,70812,E0424,Respiratory,13,182,41290.76,44054.69,Physician Office,True,1
CMS-0011198,Q4-2025,NH,NH_City_3,87953,E0424,Respiratory,28,89,31518.52,40092.33,Hospital Outpatient,True,2
CMS-0011199,Q4-2025,MD,MD_City_3,92019,E0570,Respiratory,40,32,43498.17,32580.12,DME Supplier,False,3
CMS-0011200,Q4-2025,MI,Ann Arbor,66720,E0431,Respiratory,20,8,46425.68,871.86,Physician Office,False,5
CMS-0011201,Q4-2025,IA,IA_City_3,95437,E0431,Respiratory,39,71,38343.24,15644.23,Home Health Agency,False,6
CMS-0011202,Q4-2025,CA,Sacramento,27729,E0465,Respiratory,10,149,42135.73,38642.98,Home Health Agency,False,1
CMS-0011203,Q4-2025,VA,VA_City_1,60489,E0601,Sleep Therapy,41,145,16620.06,9180.38,Home Health Agency,True,1
CMS-0011204,Q4-2025,SC,SC_City_1,87055,E0465,Respiratory,16,49,20159.97,999.29,Physician Office,False,7
CMS-0011205,Q4-2025,WY,WY_City_3,19084,E0570,Respiratory,27,149,11762.57,30462.73,Hospital Outpatient,False,2
CMS-0011206,Q4-2025,MI,Sterling Heights,40896,E0424,Respiratory,45,181,32395.99,22745.68,Physician Office,True,3
CMS-0011207,Q4-2025,LA,LA_City_1,30297,E0601,Sleep Therapy,35,74,13684.3,1051.94,DME Supplier,False,2
CMS-0011208,Q4-2025,AZ,AZ_City_3,42660,E0470,Sleep Therapy,11,102,33527.47,863.28,DME Supplier,False,2
CMS-0011209,Q4-2025,MS,MS_City_3,12793,E0465,Respiratory,5,68,11046.29,33509.75,Hospital Outpatient,False,5
CMS-0011210,Q4-2025,WI,WI_City_1,66301,E0431,Respiratory,32,36,49933.25,43215.88,Physician Office,False,8
CMS-0011211,Q4-2025,WI,WI_City_2,77350,E0433,Respiratory,46,166,32488.09,27363.5,Home Health Agency,False,2
CMS-0011212,Q4-2025,IN,IN_City_1,49108,E0470,Sleep Therapy,33,59,39067.5,7978.61,Home Health Agency,False,1
CMS-0011213,Q4-2025,OH,Cleveland,35174,E0465,Respiratory,28,128,1491.99,38122.69,Home Health Agency,True,1
CMS-0011214,Q4-2025,WI,WI_City_3,96938,E0601,Sleep Therapy,7,166,1955.11,35687.76,DME Supplier,False,1
CMS-0011215,Q4-2025,DE,DE_City_1,82306,E0570,Respiratory,42,128,44392.01,39514.49,Hospital Outpatient,False,1
CMS-0011216,Q4-2025,OK,OK_City_3,14971,E0433,Respiratory,23,161,10375.04,10004.54,Hospital Outpatient,False,7
CMS-0011217,Q4-2025,IN,IN_City_2,14776,E0433,Respiratory,1,192,38088.79,23299.75,Physician Office,True,6
CMS-0011218,Q4-2025,MN,MN_City_2,14297,E0433,Respiratory,7,147,23990.33,38946.44,Home Health Agency,False,3
CMS-0011219,Q4-2025,WA,WA_City_3,43133,E0431,Respiratory,21,142,2493.49,36207.79,DME Supplier,False,4
CMS-0011220,Q4-2025,MT,MT_City_3,94461,E0570,Respiratory,45,3,36958.74,25387.21,DME Supplier,False,5
CMS-0011221,Q4-2025,MD,MD_City_3,21667,E0431,Respiratory,41,189,31419.58,43985.44,Home Health Agency,False,2
CMS-0011222,Q4-2025,VT,VT_City_2,35583,E0570,Respiratory,37,63,39511.43,38584.61,Physician Office,True,2
CMS-0011223,Q4-2025,WY,WY_City_2,79417,E0424,Respiratory,9,91,48872.47,6082.59,Hospital Outpatient,False,5
CMS-0011224,Q4-2025,CO,CO_City_2,55452,E0465,Respiratory,41,200,4801.42,41096.97,Hospital Outpatient,False,5
CMS-0011225,Q4-2025,SC,SC_City_2,13245,E0570,Respiratory,16,136,3596.21,23408.85,Home Health Agency,True,2
CMS-0011226,Q4-2025,ID,ID_City_3,55643,E0570,Respiratory,20,193,1797.34,29204.92,DME Supplier,False,1
CMS-0011227,Q4-2025,SC,SC_City_3,69944,E0601,Sleep Therapy,1,157,24344.81,34403.54,Physician Office,True,4
CMS-0011228,Q4-2025,NH,NH_City_1,54577,E0424,Respiratory,23,168,14676.6,28460.59,DME Supplier,False,4
CMS-0011229,Q4-2025,AZ,AZ_City_3,86990,E0433,Respiratory,30,173,29662.52,28601.53,Home Health Agency,False,4
CMS-0011230,Q4-2025,MD,MD_City_3,82590,E0470,Sleep Therapy,32,144,39687.43,9373.88,DME Supplier,False,4
CMS-0011231,Q4-2025,NM,NM_City_2,54890,E0424,Respiratory,18,17,11391.44,20971.98,Physician Office,False,3
CMS-0011232,Q4-2025,ID,ID_City_3,90555,E0470,Sleep Therapy,20,14,41499.02,14636.85,DME Supplier,False,7
CMS-0011233,Q4-2025,FL,Orlando,60057,E0470,Sleep Therapy,37,70,25125.82,25208.61,Home Health Agency,False,7
CMS-0011234,Q4-2025,VT,VT_City_2,67619,E0424,Respiratory,13,65,7667.82,20089.0,Home Health Agency,False,7
CMS-0011235,Q4-2025,VT,VT_City_2,18964,E0570,Respiratory,7,162,28935.22,29323.31,Home Health Agency,False,8
CMS-0011236,Q4-2025,NM,NM_City_1,83737,E0465,Respiratory,12,161,21403.79,25998.68,Home Health Agency,False,6
CMS-0011237,Q4-2025,CA,Fresno,29922,E0570,Respiratory,5,73,44649.48,6891.6,Home Health Agency,False,5
CMS-0011238,Q4-2025,AR,AR_City_2,66314,E0424,Respiratory,18,76,23408.61,26931.78,DME Supplier,False,4
CMS-0011239,Q4-2025,MO,MO_City_1,48234,E0433,Respiratory,17,16,12434.41,18484.18,Physician Office,False,1
CMS-0011240,Q4-2025,WV,WV_City_1,69407,E0601,Sleep Therapy,11,103,19979.46,41572.13,DME Supplier,False,7
CMS-0011241,Q4-2025,NC,Raleigh,52005,E0433,Respiratory,15,180,40349.99,16976.42,DME Supplier,False,1
CMS-0011242,Q4-2025,NM,NM_City_2,98541,E0601,Sleep Therapy,41,179,29724.45,6341.48,Home Health Agency,False,6
CMS-0011243,Q4-2025,NJ,NJ_City_2,92898,E0431,Respiratory,19,4,10113.35,8794.09,Hospital Outpatient,False,4
CMS-0011244,Q4-2025,MO,MO_City_1,60936,E0470,Sleep Therapy,26,138,21490.48,43506.01,Hospital Outpatient,False,1
CMS-0011245,Q4-2025,NY,Yonkers,17472,E0433,Respiratory,6,175,40674.09,16937.4,Hospital Outpatient,True,8
CMS-0011246,Q4-2025,SD,SD_City_3,43215,E0601,Sleep Therapy,11,54,35596.42,13188.27,DME Supplier,True,2
CMS-0011247,Q4-2025,SD,SD_City_3,70299,E0431,Respiratory,18,131,42397.64,13667.45,Home Health Agency,True,1
CMS-0011248,Q4-2025,IA,IA_City_3,55189,E0470,Sleep Therapy,29,24,3795.4,2788.22,Home Health Agency,True,1
CMS-0011249,Q4-2025,AL,AL_City_3,72019,E0465,Respiratory,25,113,27871.2,29311.95,Physician Office,True,6
CMS-0011250,Q4-2025,OK,OK_City_1,25875,E0424,Respiratory,23,176,31158.92,24920.04,Hospital Outpatient,True,1
CMS-0011251,Q4-2025,OK,OK_City_2,94876,E0601,Sleep Therapy,7,132,47081.88,5955.94,Home Health Agency,True,7
CMS-0011252,Q4-2025,ME,ME_City_1,43071,E0465,Respiratory,36,76,26782.59,6510.44,Hospital Outpatient,False,3
CMS-0011253,Q4-2025,NY,Albany,56442,E0465,Respiratory,41,160,30377.84,40855.88,DME Supplier,False,7
CMS-0011254,Q4-2025,CA,Sacramento,59755,E0431,Respiratory,43,44,31335.23,31075.1,Home Health Agency,False,3
CMS-0011255,Q4-2025,CO,CO_City_2,46369,E0601,Sleep Therapy,35,161,5534.78,27701.19,Home Health Agency,False,6
CMS-0011256,Q4-2025,OK,OK_City_3,52546,E0470,Sleep Therapy,44,115,46112.37,39268.42,Hospital Outpatient,True,6
CMS-0011257,Q4-2025,MD,MD_City_1,42978,E0424,Respiratory,31,182,5551.99,7217.75,DME Supplier,False,1
CMS-0011258,Q4-2025,ND,ND_City_3,97787,E0570,Respiratory,32,120,33812.58,34110.69,DME Supplier,False,3
CMS-0011259,Q4-2025,MA,MA_City_1,94696,E0601,Sleep Therapy,6,91,21835.83,22187.7,DME Supplier,False,5
CMS-0011260,Q4-2025,NV,NV_City_1,11431,E0465,Respiratory,44,67,37591.01,11633.03,Physician Office,True,2
