appeal_id,denial_id,claim_id,location_id,payer_code,appeal_date,appeal_level,appeal_reason,supporting_docs,outcome,outcome_date,recovered_amount,appeal_specialist,turnaround_days,payer_response_notes
APP-02283,DEN-004149,CLM-0024907,LOC-0396,MEDICARE,2026-04-04,Second Level,Additional documentation provided,Prior Auth Letter,UPHELD,2026-04-27,0,Lisa Moore,11,Denied - exhausted appeals
APP-02284,DEN-004153,CLM-0024926,LOC-0491,MEDICARE,2026-04-06,First Level,Prior auth obtained retroactively,Medical Records,PENDING,,0,Margaret Williams,,Documentation sufficient
APP-02285,DEN-004155,CLM-0024936,LOC-0483,UHC,2026-05-10,First Level,CMN submitted,Sleep Study,OVERTURNED,2026-06-07,1159.78,Jennifer Miller,52,Still under review
APP-02286,DEN-004156,CLM-0024940,LOC-0074,MEDICARE,2026-04-22,First Level,Additional documentation provided,Sleep Study,UPHELD,2026-06-12,0,David Davis,31,Claim approved after review
APP-02287,DEN-004157,CLM-0024945,LOC-0093,MEDICAID,2026-04-15,First Level,Timely filing exception,Medical Records,PARTIAL,2026-05-11,26.65,Susan Anderson,12,Partial payment approved
APP-02288,DEN-004158,CLM-0024946,LOC-0568,MEDICARE,2026-04-04,Second Level,Additional documentation provided,Prior Auth Letter,OVERTURNED,2026-05-24,342.19,William Johnson,11,Claim approved after review
APP-02289,DEN-004159,CLM-0024951,LOC-0671,MEDICARE,2026-02-18,First Level,CMN submitted,CMN,OVERTURNED,2026-03-23,595.32,Thomas Gonzalez,36,Denied - exhausted appeals
APP-02290,DEN-004161,CLM-0024986,LOC-0121,MEDICARE,2026-03-16,Second Level,CMN submitted,Prescription,UPHELD,2026-04-02,0,Joseph Lopez,50,Claim approved after review
APP-02291,DEN-004163,CLM-0024992,LOC-0526,UHC,2026-02-28,First Level,Prior auth obtained retroactively,Sleep Study,UPHELD,2026-03-16,0,Jennifer Williams,28,Denied - exhausted appeals
APP-02292,DEN-004165,CLM-0024997,LOC-0501,MEDICARE,2026-02-15,Second Level,Coding correction,Medical Records,UPHELD,2026-03-04,0,Thomas Lopez,30,Denied - exhausted appeals
APP-02293,DEN-004166,CLM-0024999,LOC-0443,MEDICARE,2026-02-22,First Level,Medical necessity proven,CMN,UPHELD,2026-03-12,0,Susan Martinez,32,Partial payment approved
APP-02294,DEN-004167,CLM-0025007,LOC-0422,MEDICARE,2026-01-19,First Level,Additional documentation provided,Sleep Study,UPHELD,2026-02-05,0,Maria Wilson,60,Claim approved after review
APP-02295,DEN-004168,CLM-0025008,LOC-0167,MEDICARE,2026-02-16,First Level,CMN submitted,Sleep Study,OVERTURNED,2026-03-22,84.09,Richard Lopez,31,Denied - exhausted appeals
APP-02296,DEN-004169,CLM-0025010,LOC-0301,UHC,2026-02-28,First Level,CMN submitted,Prior Auth Letter,OVERTURNED,2026-04-27,106.52,Robert Hernandez,35,Claim approved after review
APP-02297,DEN-004170,CLM-0025019,LOC-0229,UHC,2026-03-03,First Level,Prior auth obtained retroactively,PFT Results,UPHELD,2026-04-21,0,Lisa Lopez,59,Denied - exhausted appeals
APP-02298,DEN-004172,CLM-0025039,LOC-0288,MEDICARE,2026-03-21,First Level,Coding correction,Prescription,PARTIAL,2026-05-09,187.49,Sarah Anderson,35,Still under review
APP-02299,DEN-004173,CLM-0025052,LOC-0647,UHC,2026-02-07,Second Level,Additional documentation provided,Sleep Study,UPHELD,2026-03-27,0,Jennifer Martin,50,Partial payment approved
APP-02300,DEN-004176,CLM-0025070,LOC-0090,MEDICARE,2026-03-22,External Review,Timely filing exception,Medical Records,UPHELD,2026-05-12,0,Joseph Brown,32,Partial payment approved
APP-02301,DEN-004178,CLM-0025076,LOC-0413,MEDICARE,2026-03-13,External Review,CMN submitted,Prescription,OVERTURNED,2026-03-23,4786.56,Margaret Jackson,46,Claim approved after review
APP-02302,DEN-004179,CLM-0025087,LOC-0614,AETNA,2026-04-14,Second Level,Coding correction,Prior Auth Letter,UPHELD,2026-05-02,0,Sarah Rodriguez,23,Denied - exhausted appeals
APP-02303,DEN-004184,CLM-0025114,LOC-0185,MEDICARE,2026-03-17,Second Level,Prior auth obtained retroactively,Prescription,OVERTURNED,2026-04-20,1650.83,Richard Jones,59,Documentation sufficient
APP-02304,DEN-004190,CLM-0025148,LOC-0015,AETNA,2026-02-21,External Review,Coding correction,Sleep Study,PENDING,,0,Karen Jones,,Claim approved after review
APP-02305,DEN-004192,CLM-0025165,LOC-0222,MEDICAID,2026-04-29,First Level,CMN submitted,Sleep Study,OVERTURNED,2026-05-19,30.67,David Jones,34,Still under review
APP-02306,DEN-004193,CLM-0025168,LOC-0119,MEDICAID,2026-02-22,First Level,Coding correction,Sleep Study,UPHELD,2026-03-16,0,Richard Moore,56,Claim approved after review
APP-02307,DEN-004195,CLM-0025174,LOC-0659,MEDICARE,2026-01-19,First Level,Coding correction,PFT Results,OVERTURNED,2026-02-10,223.96,Jennifer Williams,52,Denied - exhausted appeals
APP-02308,DEN-004198,CLM-0025184,LOC-0524,BCBS,2026-04-25,First Level,Medical necessity proven,Sleep Study,OVERTURNED,2026-05-29,1581.39,Lisa Gonzalez,33,Partial payment approved
APP-02309,DEN-004199,CLM-0025185,LOC-0416,BCBS,2026-04-11,First Level,Prior auth obtained retroactively,Prescription,OVERTURNED,2026-05-04,152.65,Maria Davis,22,Partial payment approved
APP-02310,DEN-004200,CLM-0025190,LOC-0303,UHC,2026-02-28,First Level,Medical necessity proven,CMN,UPHELD,2026-04-15,0,Margaret Smith,16,Partial payment approved
APP-02311,DEN-004201,CLM-0025200,LOC-0541,AETNA,2026-02-12,First Level,Medical necessity proven,Sleep Study,PENDING,,0,Jennifer Rodriguez,,Documentation sufficient
APP-02312,DEN-004204,CLM-0025219,LOC-0260,UHC,2026-04-05,First Level,Prior auth obtained retroactively,Prior Auth Letter,PARTIAL,2026-05-01,282.12,William Smith,43,Claim approved after review
APP-02313,DEN-004205,CLM-0025226,LOC-0656,MEDICARE,2026-02-19,First Level,Medical necessity proven,PFT Results,PENDING,,0,Richard Martin,,Denied - exhausted appeals
APP-02314,DEN-004206,CLM-0025233,LOC-0188,MEDICARE,2026-02-25,First Level,Medical necessity proven,Prescription,PARTIAL,2026-04-10,59.28,Richard Smith,55,Still under review
APP-02315,DEN-004208,CLM-0025239,LOC-0483,MEDICARE,2026-04-19,First Level,Timely filing exception,Sleep Study,UPHELD,2026-05-08,0,Sarah Martinez,15,Partial payment approved
APP-02316,DEN-004215,CLM-0025291,LOC-0154,BCBS,2026-02-28,Second Level,Timely filing exception,CMN,PENDING,,0,David Johnson,,Still under review
APP-02317,DEN-004217,CLM-0025294,LOC-0268,MEDICARE,2026-04-18,First Level,CMN submitted,CMN,OVERTURNED,2026-05-10,239.58,Linda Davis,18,Claim approved after review
APP-02318,DEN-004219,CLM-0025305,LOC-0203,BCBS,2026-04-20,First Level,Additional documentation provided,PFT Results,OVERTURNED,2026-05-17,295.89,Margaret Taylor,48,Documentation sufficient
APP-02319,DEN-004221,CLM-0025308,LOC-0537,MEDICARE,2026-03-21,External Review,Timely filing exception,Prescription,PARTIAL,2026-04-16,790.89,Thomas Smith,24,Documentation sufficient
APP-02320,DEN-004222,CLM-0025310,LOC-0060,MEDICARE,2026-02-28,First Level,Coding correction,CMN,PENDING,,0,Michael Miller,,Still under review
APP-02321,DEN-004223,CLM-0025319,LOC-0184,BCBS,2026-02-13,First Level,Medical necessity proven,CMN,UPHELD,2026-04-07,0,Karen Brown,60,Partial payment approved
APP-02322,DEN-004224,CLM-0025320,LOC-0014,AETNA,2026-03-06,First Level,Medical necessity proven,Prescription,PENDING,,0,Elizabeth Moore,,Denied - exhausted appeals
APP-02323,DEN-004227,CLM-0025343,LOC-0148,MEDICARE,2026-03-02,First Level,Medical necessity proven,Medical Records,PARTIAL,2026-04-28,348.11,Susan Miller,30,Partial payment approved
APP-02324,DEN-004228,CLM-0025346,LOC-0493,MEDICARE,2026-02-13,Second Level,CMN submitted,CMN,UPHELD,2026-04-05,0,Jennifer Jackson,55,Partial payment approved
APP-02325,DEN-004229,CLM-0025366,LOC-0364,MEDICARE,2026-04-21,Second Level,Timely filing exception,Prescription,OVERTURNED,2026-06-05,1560.4,Jennifer Johnson,57,Still under review
APP-02326,DEN-004231,CLM-0025382,LOC-0353,MEDICARE,2026-03-29,External Review,Coding correction,Prior Auth Letter,OVERTURNED,2026-05-18,108.68,Michael Miller,20,Partial payment approved
APP-02327,DEN-004234,CLM-0025395,LOC-0107,UHC,2026-04-13,First Level,CMN submitted,Sleep Study,OVERTURNED,2026-05-09,83.18,Sarah Thomas,57,Documentation sufficient
APP-02328,DEN-004236,CLM-0025399,LOC-0235,MEDICARE,2026-03-21,External Review,Timely filing exception,Prior Auth Letter,UPHELD,2026-04-05,0,Sarah Taylor,11,Partial payment approved
APP-02329,DEN-004238,CLM-0025403,LOC-0578,MEDICARE,2026-01-27,First Level,CMN submitted,CMN,OVERTURNED,2026-03-06,1595.58,Nancy Lopez,32,Still under review
APP-02330,DEN-004239,CLM-0025407,LOC-0564,MEDICAID,2026-02-18,First Level,Medical necessity proven,PFT Results,UPHELD,2026-03-26,0,Nancy Davis,31,Partial payment approved
APP-02331,DEN-004240,CLM-0025411,LOC-0555,MEDICARE,2026-01-25,First Level,Timely filing exception,Medical Records,PARTIAL,2026-03-19,83.91,Lisa Garcia,48,Denied - exhausted appeals
APP-02332,DEN-004241,CLM-0025418,LOC-0300,BCBS,2026-04-20,Second Level,Additional documentation provided,PFT Results,OVERTURNED,2026-05-23,297.15,Lisa Hernandez,34,Documentation sufficient
APP-02333,DEN-004243,CLM-0025429,LOC-0365,AETNA,2026-03-29,First Level,Medical necessity proven,Prior Auth Letter,PENDING,,0,Linda Lopez,,Denied - exhausted appeals
APP-02334,DEN-004244,CLM-0025442,LOC-0572,MEDICARE,2026-04-20,First Level,Prior auth obtained retroactively,CMN,UPHELD,2026-06-11,0,Michael Jones,22,Documentation sufficient
APP-02335,DEN-004245,CLM-0025451,LOC-0504,UHC,2026-03-27,External Review,Additional documentation provided,Sleep Study,UPHELD,2026-04-23,0,William Miller,18,Partial payment approved
APP-02336,DEN-004246,CLM-0025459,LOC-0099,AETNA,2026-04-23,External Review,Additional documentation provided,Prior Auth Letter,PENDING,,0,Richard Jones,,Claim approved after review
APP-02337,DEN-004247,CLM-0025494,LOC-0540,MEDICARE,2026-04-22,First Level,Additional documentation provided,Medical Records,OVERTURNED,2026-05-11,86.51,Sarah Jackson,37,Documentation sufficient
APP-02338,DEN-004248,CLM-0025499,LOC-0441,MEDICARE,2026-04-01,First Level,Additional documentation provided,Medical Records,UPHELD,2026-05-26,0,Nancy Miller,32,Denied - exhausted appeals
APP-02339,DEN-004250,CLM-0025503,LOC-0583,AETNA,2026-02-18,First Level,Additional documentation provided,Medical Records,UPHELD,2026-03-16,0,Robert Williams,39,Still under review
APP-02340,DEN-004251,CLM-0025504,LOC-0103,MEDICAID,2026-02-17,First Level,Additional documentation provided,CMN,UPHELD,2026-04-06,0,David Garcia,10,Claim approved after review
APP-02341,DEN-004252,CLM-0025505,LOC-0562,MEDICARE,2026-03-09,External Review,Timely filing exception,CMN,PENDING,,0,Lisa Miller,,Documentation sufficient
APP-02342,DEN-004253,CLM-0025510,LOC-0349,MEDICARE,2026-02-17,First Level,CMN submitted,CMN,PENDING,,0,James Davis,,Denied - exhausted appeals
APP-02343,DEN-004256,CLM-0025531,LOC-0214,MEDICARE,2026-02-03,First Level,Coding correction,Medical Records,OVERTURNED,2026-03-21,83.98,Elizabeth Jones,14,Claim approved after review
APP-02344,DEN-004257,CLM-0025539,LOC-0137,MEDICARE,2026-02-15,First Level,Timely filing exception,Prior Auth Letter,PARTIAL,2026-03-17,343.94,Richard Garcia,24,Claim approved after review
APP-02345,DEN-004259,CLM-0025575,LOC-0676,MEDICAID,2026-04-15,First Level,Medical necessity proven,Sleep Study,PENDING,,0,Maria Anderson,,Partial payment approved
APP-02346,DEN-004263,CLM-0025588,LOC-0269,MEDICAID,2026-04-14,Second Level,Additional documentation provided,PFT Results,UPHELD,2026-06-04,0,Nancy Miller,10,Documentation sufficient
APP-02347,DEN-004266,CLM-0025606,LOC-0340,MEDICARE,2026-02-12,First Level,Medical necessity proven,Prescription,PENDING,,0,Sarah Davis,,Denied - exhausted appeals
APP-02348,DEN-004267,CLM-0025608,LOC-0111,MEDICAID,2026-04-24,First Level,CMN submitted,Medical Records,UPHELD,2026-06-03,0,William Davis,21,Claim approved after review
APP-02349,DEN-004268,CLM-0025614,LOC-0292,BCBS,2026-04-09,First Level,CMN submitted,PFT Results,OVERTURNED,2026-06-02,390.02,Karen Anderson,12,Denied - exhausted appeals
APP-02350,DEN-004271,CLM-0025629,LOC-0201,MEDICAID,2026-03-06,Second Level,Additional documentation provided,Prior Auth Letter,UPHELD,2026-04-04,0,Sarah Brown,53,Documentation sufficient
APP-02351,DEN-004272,CLM-0025640,LOC-0029,BCBS,2026-04-11,First Level,Medical necessity proven,Sleep Study,OVERTURNED,2026-05-31,212.28,Richard Jackson,11,Still under review
APP-02352,DEN-004274,CLM-0025646,LOC-0218,UHC,2026-02-13,Second Level,CMN submitted,Sleep Study,OVERTURNED,2026-03-27,334.23,Margaret Lopez,49,Denied - exhausted appeals
APP-02353,DEN-004275,CLM-0025652,LOC-0565,UHC,2026-02-09,First Level,Medical necessity proven,PFT Results,PARTIAL,2026-03-18,1589.86,Sarah Martin,11,Documentation sufficient
APP-02354,DEN-004281,CLM-0025691,LOC-0452,MEDICARE,2026-02-01,External Review,CMN submitted,CMN,OVERTURNED,2026-03-19,461.87,Linda Wilson,60,Still under review
APP-02355,DEN-004285,CLM-0025710,LOC-0084,MEDICARE,2026-04-17,Second Level,Coding correction,Prior Auth Letter,UPHELD,2026-05-02,0,Michael Rodriguez,35,Still under review
APP-02356,DEN-004289,CLM-0025714,LOC-0619,BCBS,2026-02-28,First Level,Medical necessity proven,Medical Records,PARTIAL,2026-04-16,64.13,Margaret Rodriguez,13,Documentation sufficient
APP-02357,DEN-004290,CLM-0025718,LOC-0308,MEDICARE,2026-03-20,First Level,Coding correction,Medical Records,PARTIAL,2026-04-14,541.58,Susan Taylor,52,Denied - exhausted appeals
APP-02358,DEN-004291,CLM-0025729,LOC-0370,MEDICARE,2026-04-12,First Level,Coding correction,Medical Records,PENDING,,0,Joseph Martinez,,Partial payment approved
APP-02359,DEN-004293,CLM-0025762,LOC-0150,BCBS,2026-03-29,First Level,Medical necessity proven,Prior Auth Letter,PENDING,,0,Lisa Jackson,,Denied - exhausted appeals
APP-02360,DEN-004295,CLM-0025766,LOC-0310,MEDICARE,2026-03-30,First Level,Coding correction,Prior Auth Letter,UPHELD,2026-04-24,0,Joseph Jones,25,Documentation sufficient
APP-02361,DEN-004296,CLM-0025769,LOC-0232,MEDICARE,2026-04-06,First Level,Timely filing exception,PFT Results,PENDING,,0,Lisa Anderson,,Still under review
APP-02362,DEN-004298,CLM-0025774,LOC-0356,UHC,2026-01-25,First Level,Medical necessity proven,Sleep Study,UPHELD,2026-03-03,0,Robert Jackson,60,Partial payment approved
APP-02363,DEN-004299,CLM-0025775,LOC-0131,MEDICAID,2026-04-10,First Level,Timely filing exception,Sleep Study,OVERTURNED,2026-05-30,1740.36,Maria Rodriguez,43,Claim approved after review
APP-02364,DEN-004300,CLM-0025786,LOC-0260,BCBS,2026-02-18,First Level,Prior auth obtained retroactively,Prior Auth Letter,OVERTURNED,2026-03-28,1129.31,Thomas Martin,15,Partial payment approved
APP-02365,DEN-004301,CLM-0025798,LOC-0371,MEDICAID,2026-03-29,First Level,Additional documentation provided,PFT Results,OVERTURNED,2026-04-08,171.69,Thomas Garcia,43,Denied - exhausted appeals
APP-02366,DEN-004302,CLM-0025811,LOC-0637,MEDICAID,2026-04-25,Second Level,Coding correction,Prescription,UPHELD,2026-06-13,0,Sarah Smith,34,Still under review
APP-02367,DEN-004303,CLM-0025815,LOC-0471,UHC,2026-02-02,First Level,Medical necessity proven,Sleep Study,OVERTURNED,2026-03-02,24.3,Margaret Martinez,46,Documentation sufficient
APP-02368,DEN-004304,CLM-0025824,LOC-0533,UHC,2026-04-28,First Level,Additional documentation provided,Prior Auth Letter,OVERTURNED,2026-05-13,2012.34,Thomas Anderson,27,Documentation sufficient
APP-02369,DEN-004306,CLM-0025841,LOC-0632,UHC,2026-02-27,First Level,Prior auth obtained retroactively,CMN,UPHELD,2026-03-12,0,Margaret Gonzalez,42,Documentation sufficient
APP-02370,DEN-004307,CLM-0025853,LOC-0393,MEDICARE,2026-03-16,Second Level,Additional documentation provided,Prescription,PENDING,,0,Richard Moore,,Claim approved after review
APP-02371,DEN-004310,CLM-0025904,LOC-0151,MEDICAID,2026-04-21,First Level,Coding correction,Prior Auth Letter,PARTIAL,2026-06-19,413.89,Jennifer Thomas,59,Partial payment approved
APP-02372,DEN-004311,CLM-0025905,LOC-0271,MEDICARE,2026-02-03,First Level,Coding correction,PFT Results,OVERTURNED,2026-02-13,458.65,Lisa Wilson,41,Documentation sufficient
APP-02373,DEN-004312,CLM-0025922,LOC-0396,MEDICARE,2026-03-19,First Level,Medical necessity proven,Prescription,PENDING,,0,Maria Martin,,Still under review
APP-02374,DEN-004314,CLM-0025929,LOC-0664,MEDICAID,2026-02-22,Second Level,Coding correction,Prior Auth Letter,UPHELD,2026-03-10,0,Lisa Brown,45,Still under review
APP-02375,DEN-004317,CLM-0025936,LOC-0586,AETNA,2026-02-02,First Level,Prior auth obtained retroactively,Medical Records,UPHELD,2026-03-15,0,Nancy Moore,43,Still under review
APP-02376,DEN-004319,CLM-0025941,LOC-0300,MEDICARE,2026-02-23,First Level,Additional documentation provided,Sleep Study,OVERTURNED,2026-04-21,323.89,Nancy Hernandez,48,Documentation sufficient
APP-02377,DEN-004323,CLM-0025957,LOC-0492,MEDICARE,2026-02-04,First Level,Medical necessity proven,Prior Auth Letter,PENDING,,0,Elizabeth Garcia,,Denied - exhausted appeals
APP-02378,DEN-004324,CLM-0025962,LOC-0668,UHC,2026-03-04,First Level,Additional documentation provided,Medical Records,UPHELD,2026-04-29,0,Thomas Davis,37,Documentation sufficient
APP-02379,DEN-004325,CLM-0025966,LOC-0100,MEDICAID,2026-04-08,First Level,Medical necessity proven,Prior Auth Letter,PARTIAL,2026-04-21,237.83,Thomas Taylor,32,Denied - exhausted appeals
APP-02380,DEN-004327,CLM-0025971,LOC-0339,MEDICARE,2026-02-27,First Level,Timely filing exception,CMN,UPHELD,2026-04-21,0,Margaret Williams,41,Claim approved after review
APP-02381,DEN-004328,CLM-0025984,LOC-0606,UHC,2026-01-25,First Level,Prior auth obtained retroactively,Medical Records,UPHELD,2026-03-08,0,Jennifer Lopez,19,Claim approved after review
APP-02382,DEN-004329,CLM-0025987,LOC-0301,MEDICARE,2026-02-26,First Level,Medical necessity proven,CMN,OVERTURNED,2026-03-18,1653.21,Maria Moore,50,Claim approved after review
APP-02383,DEN-004331,CLM-0025994,LOC-0358,MEDICARE,2026-03-03,Second Level,Coding correction,Prior Auth Letter,OVERTURNED,2026-04-06,594.92,William Davis,32,Denied - exhausted appeals
APP-02384,DEN-004332,CLM-0025996,LOC-0397,MEDICARE,2026-03-10,First Level,Coding correction,Prior Auth Letter,UPHELD,2026-04-21,0,Karen Gonzalez,12,Documentation sufficient
APP-02385,DEN-004334,CLM-0026020,LOC-0065,MEDICAID,2026-04-14,First Level,Additional documentation provided,Sleep Study,OVERTURNED,2026-05-15,785.79,Nancy Thomas,47,Denied - exhausted appeals
APP-02386,DEN-004336,CLM-0026029,LOC-0569,AETNA,2026-04-21,First Level,CMN submitted,Medical Records,PENDING,,0,Susan Jackson,,Documentation sufficient
APP-02387,DEN-004337,CLM-0026040,LOC-0380,MEDICARE,2026-03-07,Second Level,Medical necessity proven,PFT Results,PARTIAL,2026-03-24,591.89,Joseph Taylor,42,Partial payment approved
APP-02388,DEN-004341,CLM-0026114,LOC-0188,UHC,2026-03-24,First Level,CMN submitted,CMN,OVERTURNED,2026-04-29,268.24,Karen Hernandez,23,Partial payment approved
APP-02389,DEN-004342,CLM-0026115,LOC-0203,MEDICARE,2026-02-21,First Level,Medical necessity proven,Prior Auth Letter,UPHELD,2026-03-28,0,James Taylor,26,Partial payment approved
APP-02390,DEN-004343,CLM-0026119,LOC-0663,MEDICARE,2026-03-23,Second Level,CMN submitted,CMN,OVERTURNED,2026-04-05,90.4,Robert Taylor,23,Claim approved after review
APP-02391,DEN-004346,CLM-0026133,LOC-0513,BCBS,2026-03-21,Second Level,Timely filing exception,Prior Auth Letter,PENDING,,0,Susan Anderson,,Denied - exhausted appeals
APP-02392,DEN-004347,CLM-0026139,LOC-0356,MEDICARE,2026-03-28,First Level,CMN submitted,Sleep Study,PARTIAL,2026-04-12,66.26,Linda Jackson,33,Still under review
APP-02393,DEN-004351,CLM-0026155,LOC-0648,MEDICARE,2026-02-02,First Level,Medical necessity proven,Prescription,UPHELD,2026-03-17,0,Joseph Davis,14,Documentation sufficient
APP-02394,DEN-004355,CLM-0026168,LOC-0686,MEDICARE,2026-02-19,External Review,Additional documentation provided,Sleep Study,OVERTURNED,2026-03-22,128.84,Lisa Taylor,21,Claim approved after review
APP-02395,DEN-004356,CLM-0026169,LOC-0425,MEDICARE,2026-03-24,First Level,Timely filing exception,Sleep Study,OVERTURNED,2026-04-06,720.54,Susan Brown,10,Documentation sufficient
APP-02396,DEN-004358,CLM-0026192,LOC-0401,BCBS,2026-01-25,Second Level,Timely filing exception,Prescription,OVERTURNED,2026-02-06,158.71,Susan Gonzalez,29,Documentation sufficient
APP-02397,DEN-004359,CLM-0026194,LOC-0700,AETNA,2026-02-17,First Level,Medical necessity proven,Medical Records,UPHELD,2026-03-03,0,David Jackson,12,Documentation sufficient
APP-02398,DEN-004362,CLM-0026227,LOC-0445,UHC,2026-02-05,Second Level,Additional documentation provided,Medical Records,UPHELD,2026-03-20,0,Karen Brown,35,Claim approved after review
APP-02399,DEN-004363,CLM-0026235,LOC-0115,MEDICAID,2026-02-26,First Level,Medical necessity proven,PFT Results,PENDING,,0,David Williams,,Claim approved after review
APP-02400,DEN-004364,CLM-0026248,LOC-0170,MEDICARE,2026-03-04,First Level,Medical necessity proven,Prescription,OVERTURNED,2026-04-10,1549.1,Michael Moore,44,Still under review
APP-02401,DEN-004367,CLM-0026255,LOC-0677,MEDICARE,2026-02-20,External Review,CMN submitted,Prescription,UPHELD,2026-04-01,0,Thomas Hernandez,27,Documentation sufficient
APP-02402,DEN-004370,CLM-0026270,LOC-0335,MEDICARE,2026-03-10,First Level,Medical necessity proven,Medical Records,OVERTURNED,2026-03-30,312.39,Robert Hernandez,19,Still under review
APP-02403,DEN-004377,CLM-0026337,LOC-0492,MEDICARE,2026-01-27,First Level,CMN submitted,Sleep Study,UPHELD,2026-02-27,0,James Martin,52,Still under review
APP-02404,DEN-004379,CLM-0026341,LOC-0385,MEDICARE,2026-03-11,Second Level,Medical necessity proven,CMN,OVERTURNED,2026-04-10,284.26,Maria Gonzalez,23,Claim approved after review
APP-02405,DEN-004380,CLM-0026361,LOC-0461,MEDICARE,2026-03-17,Second Level,Coding correction,PFT Results,UPHELD,2026-05-02,0,Michael Jackson,32,Still under review
APP-02406,DEN-004382,CLM-0026389,LOC-0063,MEDICARE,2026-04-16,Second Level,Medical necessity proven,PFT Results,OVERTURNED,2026-05-18,249.59,Robert Gonzalez,58,Claim approved after review
APP-02407,DEN-004383,CLM-0026393,LOC-0188,BCBS,2026-02-20,First Level,Medical necessity proven,Prescription,UPHELD,2026-03-26,0,Maria Lopez,30,Denied - exhausted appeals
APP-02408,DEN-004385,CLM-0026400,LOC-0503,MEDICARE,2026-05-03,First Level,CMN submitted,Prescription,PENDING,,0,Susan Garcia,,Claim approved after review
APP-02409,DEN-004386,CLM-0026411,LOC-0069,MEDICARE,2026-03-24,First Level,Timely filing exception,Prescription,OVERTURNED,2026-04-10,1751.11,William Brown,15,Partial payment approved
APP-02410,DEN-004391,CLM-0026444,LOC-0188,MEDICAID,2026-02-13,First Level,Additional documentation provided,Prior Auth Letter,PENDING,,0,Elizabeth Taylor,,Documentation sufficient
APP-02411,DEN-004392,CLM-0026454,LOC-0589,UHC,2026-04-18,First Level,Coding correction,PFT Results,UPHELD,2026-06-10,0,William Jackson,35,Partial payment approved
APP-02412,DEN-004393,CLM-0026457,LOC-0370,MEDICARE,2026-01-29,First Level,Prior auth obtained retroactively,CMN,PENDING,,0,Robert Lopez,,Denied - exhausted appeals
APP-02413,DEN-004394,CLM-0026458,LOC-0194,MEDICARE,2026-03-09,Second Level,Timely filing exception,PFT Results,PENDING,,0,Maria Wilson,,Partial payment approved
APP-02414,DEN-004396,CLM-0026464,LOC-0649,MEDICARE,2026-04-07,First Level,Timely filing exception,Sleep Study,UPHELD,2026-04-19,0,Nancy Johnson,43,Still under review
APP-02415,DEN-004397,CLM-0026477,LOC-0246,MEDICAID,2026-02-18,First Level,Medical necessity proven,PFT Results,UPHELD,2026-04-11,0,Linda Gonzalez,57,Still under review
APP-02416,DEN-004400,CLM-0026515,LOC-0121,MEDICAID,2026-03-24,First Level,Prior auth obtained retroactively,Prior Auth Letter,OVERTURNED,2026-04-07,569.74,Elizabeth Jackson,55,Partial payment approved
APP-02417,DEN-004402,CLM-0026533,LOC-0306,AETNA,2026-03-03,First Level,Prior auth obtained retroactively,CMN,UPHELD,2026-03-25,0,Sarah Wilson,56,Partial payment approved
APP-02418,DEN-004404,CLM-0026539,LOC-0307,MEDICARE,2026-04-05,Second Level,Timely filing exception,Prescription,UPHELD,2026-05-29,0,Susan Smith,49,Claim approved after review
APP-02419,DEN-004405,CLM-0026540,LOC-0198,MEDICARE,2026-03-26,External Review,Timely filing exception,Prior Auth Letter,UPHELD,2026-04-25,0,Nancy Jones,54,Partial payment approved
APP-02420,DEN-004406,CLM-0026541,LOC-0248,MEDICARE,2026-04-07,First Level,Coding correction,Prescription,OVERTURNED,2026-05-27,253.24,Susan Williams,59,Still under review
APP-02421,DEN-004407,CLM-0026542,LOC-0352,UHC,2026-04-07,First Level,Coding correction,Sleep Study,OVERTURNED,2026-05-03,247.74,Maria Taylor,57,Claim approved after review
APP-02422,DEN-004410,CLM-0026551,LOC-0352,MEDICARE,2026-03-27,First Level,Prior auth obtained retroactively,Sleep Study,PARTIAL,2026-04-18,1195.93,David Martinez,14,Still under review
APP-02423,DEN-004412,CLM-0026562,LOC-0269,BCBS,2026-02-14,First Level,Coding correction,CMN,UPHELD,2026-03-18,0,Karen Anderson,31,Claim approved after review
APP-02424,DEN-004413,CLM-0026570,LOC-0485,MEDICARE,2026-04-27,First Level,Coding correction,Prior Auth Letter,OVERTURNED,2026-05-17,277.71,William Thomas,57,Claim approved after review
APP-02425,DEN-004416,CLM-0026594,LOC-0639,MEDICAID,2026-03-25,First Level,Medical necessity proven,PFT Results,OVERTURNED,2026-05-19,425.2,Thomas Johnson,58,Partial payment approved
APP-02426,DEN-004417,CLM-0026596,LOC-0276,MEDICARE,2026-02-15,First Level,Medical necessity proven,CMN,OVERTURNED,2026-03-15,484.11,Jennifer Moore,31,Claim approved after review
APP-02427,DEN-004419,CLM-0026604,LOC-0206,AETNA,2026-03-01,First Level,Additional documentation provided,Sleep Study,PARTIAL,2026-04-12,206.07,Jennifer Garcia,41,Denied - exhausted appeals
APP-02428,DEN-004421,CLM-0026608,LOC-0700,MEDICARE,2026-03-24,First Level,Prior auth obtained retroactively,Medical Records,UPHELD,2026-05-11,0,Sarah Williams,53,Still under review
APP-02429,DEN-004423,CLM-0026620,LOC-0574,MEDICARE,2026-02-22,First Level,Timely filing exception,CMN,OVERTURNED,2026-03-04,1305.72,James Taylor,38,Claim approved after review
